"","equity","mean_after","mean_before","after_minus_before"
"1","ASML.AS","0.000683371470210307","2.82946628362319e-05","0.000655076807374075"
"2","MC.PA","0.000698579952953981","-0.000102405977152704","0.000800985930106684"
"3","TTE.PA","0.00081841589989687","-0.000896145340409732","0.0017145612403066"
"4","SAP.DE","0.00130798831002612","-0.00107281440245682","0.00238080271248294"
"5","SIE.DE","0.00116701227734683","-0.000383811786022084","0.00155082406336891"
"6","OR.PA","0.000541460495850619","0.000431522581045342","0.000109937914805278"
"7","SU.PA","0.000562410845261349","-0.000306899534266688","0.000869310379528037"
"8","AI.PA","0.000935923002464977","-0.000786542950139649","0.00172246595260463"
"9","IBE.MC","0.000706119554047377","-0.000743696350722648","0.00144981590477002"
"10","AIR.PA","6.45671918899972e-06","-0.00190807113470604","0.00191452785389504"
"11","DTE.DE","0.000367093763470331","0.000802676027248936","-0.000435582263778605"
"12","BNP.PA","-0.000440679026264961","-0.000404077927365496","-3.66010988994643e-05"
"13","BAYN.DE","2.33731580643493e-05","0.000379097175886571","-0.000355724017822222"
"14","DG.PA","-9.85792209144156e-05","-5.13315841877625e-05","-4.72476367266531e-05"
"15","EL.PA","0.000974148640591427","0.000627114354054408","0.000347034286537019"
"16","CS.PA","-0.000165731299806896","0.000771358320431268","-0.000937089620238164"
"17","RMS.PA","0.00106738874587822","0.000510213186750017","0.000557175559128203"
"18","ABI.BR","-0.00015108005545632","-0.00119339511019004","0.00104231505473372"
"19","SAN.MC","-0.000365972559835961","-0.000504840360323672","0.000138867800487712"
"20","BAS.DE","-0.000289759564392568","-0.000741364201506698","0.00045160463711413"
"21","INGA.AS","0.000186578223072976","0.00103550636030817","-0.000848928137235192"
"22","KER.PA","0.000412785717022284","-1.89085049131904e-05","0.000431694221935474"
"23","MUV2.DE","0.0023080877388161","-0.00122335522025884","0.00353144295907494"
"24","ENEL.MI","0.000827890725488797","-0.00028062209210929","0.00110851281759809"
"25","IFX.DE","0.00103679344826922","-0.000498228429800508","0.00153502187806973"
"26","SAF.PA","-0.000248070478012451","0.000310982421766504","-0.000559052899778955"
"27","RI.PA","-4.94028263365279e-05","0.00124511080065677","-0.0012945136269933"
"28","DPW.DE","-0.000532228893824396","0.000231501546704071","-0.000763730440528466"
"29","ENI.MI","-0.000304578276284312","0.00084020002176992","-0.00114477829805423"
"30","ISP.MI","-1.73801305245842e-05","0.000263988380502024","-0.000281368511026608"
"31","BBVA.MC","-0.000408648816069936","0.00140498786433282","-0.00181363668040276"
"32","DB1.DE","0.000872846533560857","-0.000423566988847347","0.0012964135224082"
"33","STLAM.MI","0.000179675684681677","0.0003773912910195","-0.000197715606337823"
"34","BN.PA","-0.000470727309902344","-0.000179117543960357","-0.000291609765941987"
"35","ADYEN.AS","-0.00101473748163743","0.000515579757503228","-0.00153031723914066"
"36","AD.AS","6.22323204764999e-05","-0.000267590761976464","0.000329823082452964"
"37","CRG.IR","0.000232135570230365","-0.000528251141295552","0.000760386711525917"
"38","CAP.PA","-0.00088170385503004","0.000807512625709216","-0.00168921648073926"
"39","WKL.AS","0.000151906880445635","0.00065633496319767","-0.000504428082752035"
"40","RWE.DE","4.42765709675679e-05","0.00154488238054196","-0.00150060580957439"
"41","ENGI.PA","0.00268723970585795","0.000311009613241882","0.00237623009261607"
"42","VOW3.DE","-0.000462394957966069","0.000445214252695179","-0.000907609210661248"
"43","UCG.MI","0.00197619148415517","-0.000292602091397135","0.00226879357555231"
"44","DSY.PA","-0.000437937655253568","0.00123084360373741","-0.00166878125899098"
"45","FLTR.IR","0.00118841172359817","0.0027198508912","-0.00153143916760183"
"46","AMS.MC","-0.0012027300557748","-0.0011564879924835","-4.62420632913059e-05"
"47","HEIA.AS","-0.000479338200665347","-0.00033379708871382","-0.000145541111951527"
"48","MRK.DE","0.0014927949457301","0.000580679996596734","0.000912114949133365"
"49","SGO.PA","0.000532006811740142","0.00148786861978215","-0.000955861808042006"
"50","ARGX.BR","-0.000802080635434882","0.0030850505561141","-0.00388713119154899"
"51","DSM.AS","0.000855646652837994","-0.000274011214949306","0.0011296578677873"
"52","ADS.DE","-0.000754535136492016","-0.0011533883101095","0.00039885317361748"
"53","NESTE.HE","-0.000508644319840987","0.00097335269513129","-0.00148199701497228"
"54","DBK.DE","0.000289645578989598","9.11848836722935e-05","0.000198460695317305"
"55","LR.PA","-8.19339954838709e-05","0.000339205458319297","-0.000421139453803168"
"56","REP.MC","-0.000541382146029005","-0.000109565842264438","-0.000431816303764567"
"57","EOAN.DE","0.00127009649431245","-0.000101488966475607","0.00137158546078805"
"58","ORA.PA","0.00103298972694891","-0.00109188383505232","0.00212487356200123"
"59","TEF.MC","-0.00124728471926204","0.000274917339461611","-0.00152220205872365"
"60","UPM.HE","-0.00162590929589288","0.000651691169118488","-0.00227760046501137"
"61","ML.PA","0.000597773771644194","0.000499068952513276","9.87048191309181e-05"
"62","CLNX.MC","-0.000564907609255379","-0.000846724731473429","0.00028181712221805"
"63","VIE.PA","-0.0009421113742182","0.00150348171803097","-0.00244559309224917"
"64","KNEBV.HE","-0.000339025574968087","0.000699470333318732","-0.00103849590828682"
"65","KRZ.IR","-9.88218587035477e-05","-0.000681583673917273","0.000582761815213726"
"66","SHL.DE","5.17885266510329e-05","-0.000581183575507645","0.000632972102158678"
"67","PUB.PA","0.0011959207092527","0.00168234259600191","-0.000486421886749203"
"68","MT.AS","-0.000722810771752903","-0.000749565187510789","2.67544157578862e-05"
"69","KBC.BR","-0.000147541293236216","2.14231620850365e-07","-0.000147755524857066"
"70","EDEN.PA","-0.000467956057378734","0.000830144966727622","-0.00129810102410636"
"71","HO.PA","0.000792816623573091","-0.000560818868888098","0.00135363549246119"
"72","TEP.PA","-0.00156213538614932","-0.000460817760237512","-0.0011013176259118"
"73","FER.MC","3.56012638687322e-05","-0.000339258435803686","0.000374859699672419"
"74","EDP.LS","0.000715683551207208","-0.000574320581950071","0.00129000413315728"
"75","PHIA.AS","0.000978386057534726","-0.00355081567338727","0.00452920173092199"
"76","AKZA.AS","-0.000463782425157071","-0.00103399550484771","0.000570213079690637"
"77","HEN3.DE","0.000670568710558929","-0.000599704069820192","0.00127027278037912"
"78","ASM.AS","0.000438941089708087","0.000150585958648896","0.000288355131059191"
"79","ACA.PA","-0.000126397884489362","-0.000973796370189587","0.000847398485700225"
"80","NN.AS","-0.00224153766460979","0.00137755602788025","-0.00361909369249003"
"81","FRE.DE","-0.000191284913836307","-0.00109496557703649","0.000903680663200181"
"82","MTX.DE","-0.000598425071466321","-0.000843272971324669","0.000244847899858349"
"83","QGEN.VI","0.000602255765244152","0.000680185285251276","-7.79295200071239e-05"
"84","CCEP.AS","-0.00015164861482552","0.000771159001928904","-0.000922807616754424"
"85","BEI.DE","0.000212548091374499","0.000848632119882332","-0.000636084028507833"
"86","EBS.VI","0.000327670661768586","-0.00156179090811923","0.00188946156988782"
"87","MONC.MI","-0.00087662007884083","0.00033378210033145","-0.00121040217917228"
"88","SRG.MI","-0.00018986960778362","0.00056379623129111","-0.000753665839074729"
"89","UCB.BR","-0.000690267136573472","-0.00143397646914267","0.000743709332569201"
"90","KPN.AS","-0.00101527319867313","0.000607922790385475","-0.00162319598905861"
"91","CA.PA","6.22467903248637e-05","-0.000253981240269978","0.000316228030594842"
"92","FBK.MI","-0.000395986025227304","0.00151872435204051","-0.00191471037726781"
"93","BNR.DE","0.000336417516886296","0.00016362125541463","0.000172796261471666"
"94","AENA.MC","0.00105354635352997","-0.000271111233476956","0.00132465758700692"
"95","DIM.PA","0.00048491030393404","0.000412584728751291","7.23255751827486e-05"
"96","PAH3.DE","-0.00373394298194298","-0.00101339289167795","-0.00272055009026503"
"97","ERF.PA","-0.000599665351929571","0.000142549985497352","-0.000742215337426923"
"98","SRT3.DE","0.00106579333547214","0.000987732764357413","7.80605711147302e-05"
"99","SK3.IR","-0.000541720384787042","0.000244260212806662","-0.000785980597593705"
"100","CBK.DE","0.000582194320011238","0.00114424751550758","-0.000562053195496347"
"101","RHM.DE","0.00141169047848808","0.00109446365869408","0.000317226819793996"
"102","PRY.MI","-8.14757013930292e-05","7.83216419763405e-05","-0.00015979734336937"
"103","AGN.AS","-0.000256848884661992","5.99161210169439e-05","-0.000316765005678936"
"104","KRX.IR","-0.000904910100596517","-0.0011139014008391","0.000208991300242578"
"105","SW.PA","0.00197686851238606","-0.00104034221105108","0.00301721072343713"
"106","TEN.MI","0.000233119216601515","7.64059805230611e-05","0.000156713236078454"
"107","IMCD.AS","-0.00061185323721852","0.00219696733448721","-0.00280882057170573"
"108","ALO.PA","0.000439610730133984","-0.00277565008405388","0.00321526081418787"
"109","FGR.PA","-6.00945870506778e-05","-0.000504571687734211","0.000444477100683533"
"110","GBLB.BR","-0.000423606799628424","-6.02709109436797e-05","-0.000363335888684744"
"111","STERV.HE","-0.0024638703207404","-0.0017767756740154","-0.000687094646724998"
"112","HEI.DE","0.000914246873566694","-0.000204884655204656","0.00111913152877135"
"113","X1COV.DE","-0.000530615441331607","-0.00130083714526995","0.000770221703938345"
"114","BVI.PA","-0.000682651701536406","0.00046983572883318","-0.00115248743036959"
"115","OMV.VI","6.59207276588585e-05","0.00153617354815742","-0.00147025282049857"
"116","HEIO.AS","-0.000142017174182728","-0.000289065957797315","0.000147048783614587"
"117","UMI.BR","-0.00335446552313181","0.000292270023351832","-0.00364673554648365"
"118","ELISA.HE","0.000807571238564133","-0.000270342330235544","0.00107791356879968"
"119","SOLB.BR","0.00019286224297897","-0.000387530320837163","0.000580392563816133"
"120","FORTUM.HE","0.00193667253002565","-0.00373673412642321","0.00567340665644886"
"121","GET.PA","-0.00141890562747425","0.000788218481610368","-0.00220712410908462"
"122","EDF.PA","-0.00160164397441118","0.00413865570244774","-0.00574029967685892"
"123","ENR.DE","0.000161309384931465","-0.0016933051601365","0.00185461454506797"
"124","RNO.PA","-0.000594500321619575","-0.000313582307589523","-0.000280918014030052"
"125","EN.PA","-0.000469335044104284","-0.000479247467610147","9.9124235058627e-06"
"126","DHER.DE","-0.000288644081504758","0.00318416563811549","-0.00347280971962025"
"127","HEN.DE","-0.000357583455555","7.85688849011731e-05","-0.000436152340456173"
"128","RAND.AS","0.000232773802982857","0.000135486957988048","9.72868449948092e-05"
"129","ZAL.DE","0.00317799597263433","-0.00406984377080276","0.00724783974343709"
"130","CON.DE","0.000248764171475741","0.000249446830066528","-6.82658590787325e-07"
"131","EDPR.LS","-0.00049467822279261","0.00163414974072857","-0.00212882796352118"
"132","AGS.BR","0.000874372101376266","-0.000132513300028664","0.00100688540140493"
"133","VIV.PA","0.000325229614019906","-0.000936266790173855","0.00126149640419376"
"134","ENX.PA","0.000340971801923989","-0.000355289727437094","0.000696261529361083"
"135","RED.MC","-0.000569485176424722","0.000962791305067498","-0.00153227648149222"
"136","ACS.MC","0.000871865272065693","-0.000160643612495648","0.00103250888456134"
"137","FME.DE","0.000349465692304651","-0.00344741901181986","0.00379688470412451"
"138","GALP.LS","-0.00128378344535655","-0.00107931536371342","-0.00020446808164313"
"139","JMT.LS","7.6209269931848e-05","0.00106864204201246","-0.000992432772080615"
"140","G1A.DE","2.23885421462389e-06","0.000357362952176024","-0.0003551240979614"
"141","URW.AS","-4.683425915527e-05","0.000439943477356207","-0.000486777736511477"
"142","VER.VI","-0.001705504275261","-0.000545771300428683","-0.00115973297483232"
"143","BIRG.IR","0.0010805269420226","0.00102454271232008","5.59842297025157e-05"
"144","KEK.F","-0.000164494221168599","-0.000418983756181865","0.000254489535013265"
"145","ORNBV.HE","-0.000739176758885679","0.00225761260109153","-0.00299678935997721"
"146","MB.MI","0.00034096323984484","0.00030862192144893","3.23413183959096e-05"
"147","AFX.DE","0.000193301332815273","0.000240575270841475","-4.72739380262022e-05"
"148","CPR.MI","0.000210923486140523","-3.80632066708905e-05","0.000248986692811414"
"149","PUM.DE","-0.000292739892157655","-0.000364698023359276","7.19581312016208e-05"
"150","AKE.PA","-0.00111888632096836","-0.000335466658000536","-0.000783419662967828"
"151","ABN.AS","0.00258353568175451","-0.000897824055961867","0.00348135973771637"
"152","PST.MI","0.000935762297371928","-0.000421335070333325","0.00135709736770525"
"153","NEXI.MI","-0.0036827983948496","0.00245960248615148","-0.00614240088100108"
"154","BMW3.DE","0.00113313117836946","0.00128188597873628","-0.000148754800366814"
"155","ANA.MC","-0.000201900804899768","0.00198327547587613","-0.0021851762807759"
"156","BOL.PA","-0.000952813335669896","0.00091575737595468","-0.00186857071162458"
"157","LHA.DE","0.00225411865280057","-0.00082050201189816","0.00307462066469873"
"158","ELI.BR","0.0011610770111381","0.00028857472017464","0.000872502290963463"
"159","LEG.DE","0.000156736183915346","0.00055914133601436","-0.000402405152099013"
"160","DIE.BR","0.00118320610477189","0.00291713456877663","-0.00173392846400474"
"161","NTGY.MC","-0.000205250024631103","0.000171887292511312","-0.000377137317142415"
"162","ADP.PA","0.000836866117095339","0.000336737755204543","0.000500128361890796"
"163","AC.PA","0.00057908567090989","-0.00212836478999898","0.00270745046090887"
"164","GFC.PA","0.000608965894117146","5.50520632494634e-05","0.000553913830867682"
"165","G24.DE","-8.87226731133571e-05","0.00110256675609729","-0.00119128942921064"
"166","WDP.BR","0.000348865108585376","0.00149834327103897","-0.00114947816245359"
"167","FDJ.PA","0.000713211011020755","0.000901589243099904","-0.000188378232079149"
"168","BIM.PA","0.000394535253389968","-0.000307154139681331","0.000701689393071299"
"169","HFG.DE","0.000218768282447056","-0.00198630901243424","0.0022050772948813"
"170","TKWY.AS","0.00201285629468625","-0.0013875262975752","0.00340038259226145"
"171","WRT1V.HE","-0.000618900387160611","-0.00246790941334658","0.00184900902618596"
"172","KBX.DE","-0.000346032770286842","-0.00165615738798504","0.0013101246176982"
"173","AM.PA","-3.24308662334929e-05","0.00180036188709454","-0.00183279275332804"
"174","FR.PA","0.000443901545644696","0.000257714239674897","0.000186187305969798"
"175","ENG.MC","0.00031566022548987","2.08185345260961e-05","0.000294841690963774"
"176","AMP.MI","-0.000829428040321664","0.000305898763254896","-0.00113532680357656"
"177","DIA.MI","0.000996611431052112","-0.000399438715625594","0.00139605014667771"
"178","SOF.BR","0.001275353650123","-0.00308125010445168","0.00435660375457468"
"179","AMUN.PA","-0.00016998699509227","-0.000168504855330793","-1.48213976147659e-06"
"180","RAA.DE","-0.00122955229995672","3.92658509969999e-05","-0.00126881815095372"
"181","INW.MI","0.00174040250783111","0.000909977117476839","0.000830425390354272"
"182","GRF.MC","-0.0022396689074288","-0.00087684179666748","-0.00136282711076132"
"183","VOE.VI","-0.000404603809182488","-0.00159470426615951","0.00119010045697702"
"184","BC8.DE","0.000364410263505449","6.6412929802848e-05","0.000297997333702601"
"185","JDEP.AS","-0.00103327509142116","0.00108697693957679","-0.00212025203099795"
"186","COV.PA","0.000623147370007825","-9.61628447977544e-05","0.000719310214805579"
"187","NEM.DE","-0.000810772667266565","-0.00106263497281859","0.000251862305552022"
"188","RF.PA","-0.000278373928423763","-0.000848214749357809","0.000569840820934045"
"189","O2D.DE","0.00202999741872922","-0.000339657086980041","0.00236965450570926"
"190","A5G.IR","0.000930539280393423","0.00152614069459326","-0.000595601414199833"
"191","MF.PA","0.000617626445704159","6.09202366334681e-05","0.00055670620907069"
"192","TIT.MI","-0.000479154574367496","-0.000577225837900446","9.80712635329498e-05"
"193","SK.PA","0.00105077096010869","-0.00143817158335421","0.0024889425434629"
"194","UTDI.DE","-0.00154271539163952","-0.00105409045019604","-0.000488624941443475"
"195","KGX.DE","0.00194425267521505","-0.00714356901686839","0.00908782169208344"
"196","PROX.BR","-0.00238169725954205","-0.00118614911744776","-0.00119554814209429"
"197","UN01.DE","-0.0105516327750168","0.00202319299714617","-0.0125748257721629"
"198","ASRNL.AS","-0.000164841228557394","0.000438560583539344","-0.000603401812096738"
"199","BOSS.DE","0.000402841976921218","0.000289790006935992","0.000113051969985226"
"200","BAMI.MI","0.00290659691835083","-0.000704738360977555","0.00361133527932839"
"201","ANDR.VI","0.00186970685122079","0.000931848592498832","0.000937858258721954"
"202","MOCORP.HE","-2.0991874254961e-06","-0.001921480266909","0.0019193810794835"
"203","LIN","0.000391840200101032","-0.000101137570552638","0.00049297777065367"
"204","LIGHT.AS","-0.000960472802767833","0.000909170719055307","-0.00186964352182314"
"205","AIXA.DE","6.33814247504362e-05","0.00364647769630226","-0.00358309627155183"
"206","ALFEN.AS","0.00028796324032616","0.00204149195455614","-0.00175352871422998"
"207","BG.VI","-0.000223183691255616","0.00179839448430638","-0.00202157817556199"
"208","MAP.MC","0.000293274147921677","0.000112261263995165","0.000181012883926512"
"209","IG.MI","0.000190607816138074","-2.46201331525735e-05","0.000215227949290648"
"210","BESI.AS","-0.00156465427729216","0.00224214425461175","-0.00380679853190391"
"211","WIE.VI","-0.000837444739308774","-3.95030889940313e-05","-0.000797941650314742"
"212","EVT.DE","-0.00249329612916244","-0.00109488641160996","-0.00139840971755248"
"213","NDA.FI.HE","-3.24573212161947e-05","0.000633765758473024","-0.000666223079689219"
"214","IP.MI","-0.000818165482872989","0.00138241356710222","-0.00220057904997521"
"215","LDO.MI","-0.000622548607181827","0.000497960006230349","-0.00112050861341218"
"216","A2A.MI","-0.00110343045427776","-0.000632779224452235","-0.000470651229825525"
"217","CDI.PA","0.000558825906697534","0.000167985242469273","0.000390840664228261"
"218","BKT.MC","-0.000735007243115606","-0.00189122150674922","0.00115621426363361"
"219","SOI.PA","0.000843568208138113","0.000391891984289149","0.000451676223848964"
"220","RXL.PA","-0.000630276162273417","0.00105282369442604","-0.00168309985669946"
"221","SAB.MC","0.000319402194314425","0.000874406239851865","-0.00055500404553744"
"222","VALMT.HE","0.000744253710111203","-0.000787827876412274","0.00153208158652348"
"223","REY.MI","0.000348743191108056","0.00147812528909636","-0.0011293820979883"
"224","MRL.MC","-0.00056640030915273","0.00109475885854637","-0.0016611591676991"
"225","AALB.AS","-0.000423423404469672","0.000463624558932825","-0.000887047963402497"
"226","ATE.PA","0.00167216867025404","0.0010106596543573","0.000661509015896748"
"227","SDF.DE","-0.00138437740321034","-0.00157229847154406","0.000187921068333725"
"228","SPIE.PA","0.000924252511335788","0.0010806544311829","-0.000156401919847108"
"229","KOJAMO.HE","-0.00077063893387281","0.000204763315889072","-0.000975402249761881"
"230","ARCAD.AS","0.000261601022609145","-0.000242708377587433","0.000504309400196577"
"231","NDA.DE","0.00168579792818766","-0.000548373969845527","0.00223417189803318"
"232","TKA.DE","-0.000870571220737314","-0.000484700128728112","-0.000385871092009203"
"233","LXS.DE","-0.000651871056420905","0.000494757814832375","-0.00114662887125328"
"234","SCR.PA","0.000375071771123047","-0.000722184015478712","0.00109725578660176"
"235","ECV.DE","0.00301098612959854","0.000511325051110172","0.00249966107848837"
"236","COL.MC","-0.000952163532868609","-5.28378109735281e-05","-0.000899325721895081"
"237","GL9.IR","-0.000991606311370567","-0.00138447126620805","0.00039286495483748"
"238","EO.PA","-0.00204981355078564","-0.00197589246596998","-7.39210848156669e-05"
"239","TIETO.HE","0.000236669286324998","-0.000625620713183231","0.000862289999508229"
"240","AED.BR","0.00141433175009618","-1.04337793031181e-05","0.0014247655293993"
"241","SOP.PA","0.00122871231852804","1.08213168417813e-05","0.00121789100168626"
"242","ELIS.PA","-0.000386184504697584","-0.000112865970157772","-0.000273318534539812"
"243","COFB.BR","-0.00129720641492734","-0.000911740055611885","-0.000385466359315451"
"244","FNTN.DE","0.000219131806213125","-0.000530202917983299","0.000749334724196424"
"245","SESG.PA","-0.000652883606988661","0.000856941206682216","-0.00150982481367088"
"246","RUI.PA","-0.00133230881997376","-0.00175158404755562","0.000419275227581852"
"247","ACKB.BR","0.00020440141389708","-0.00022717137633591","0.000431572790232989"
"248","WCH.DE","0.000844285873059317","-0.000302484586184309","0.00114677045924363"
"249","EVD.DE","0.000881879609594955","-0.000606393166989722","0.00148827277658468"
